"constant_Tau","Tau","n","M","q","Rel_Bias_MLE_woUDSA","ESE_MLE_woUDSA","ASE_MLE_woUDSA","CP_MLE_woUDSA","Rel_Bias_BCMLE_woUDSA","ESE_BCMLE_woUDSA","ASE_BCMLE_woUDSA","CP_BCMLE_woUDSA","Rel_Bias_MLE_wUDSA","ESE_MLE_wUDSA","ASE_MLE_wUDSA","CP_MLE_wUDSA","Rel_Bias_BCMLE_wUDSA","ESE_BCMLE_wUDSA","ASE_BCMLE_wUDSA","CP_BCMLE_wUDSA"
FALSE,1,18,24,0.75,0.0477953044610554,0.297971864825868,0.280325871090108,0.968,0.00608192348660099,0.274493997123561,0.280325871090108,0.949,0.0304313975755186,0.223543718467484,0.224405626414422,0.946,0.000508625018465414,0.21711587853003,0.224405626414422,0.965
TRUE,1,18,24,0.75,0.0358362236173074,0.298094590684883,0.277656422333492,0.958,-0.00504695087401989,0.275965228995179,0.277656422333492,0.936,0.033472507388215,0.225315295982409,0.223931400142654,0.949,0.00394821190112428,0.219028573830191,0.223931400142654,0.956
FALSE,1,18,24,1,0.0532830543459947,0.292326149600697,0.281219606245214,0.959,0.0115851896092885,0.272017905372649,0.281219606245214,0.939,0.0283946650262193,0.218602865953926,0.211917404784572,0.941,0.00651807064103214,0.213589812802085,0.211917404784572,0.952
TRUE,1,18,24,1,0.0338256125113217,0.295341456803018,0.277065773932807,0.959,-0.00675152945444049,0.274928820765249,0.277065773932807,0.932,0.0254304430771255,0.221209956202887,0.210814636710808,0.943,0.00389419690556298,0.216220266054054,0.210814636710808,0.95
FALSE,1,18,32,0.5,0.0292909345424863,0.249899227187296,0.238484280750556,0.958,-0.000292034158874796,0.237544752807054,0.238484280750556,0.907,0.0309438212564941,0.212474962303979,0.206290611625077,0.951,-0.000744727477540146,0.205917869383454,0.206290611625077,0.958
TRUE,1,18,32,0.5,0.0339608790613771,0.259953552271554,0.23957619988844,0.953,0.00395165419776285,0.245814502229002,0.23957619988844,0.915,0.02742586138252,0.211004394245522,0.205394913801897,0.953,-0.00363686284689185,0.204593506159302,0.205394913801897,0.956
FALSE,1,18,32,0.75,0.0250794156329493,0.239879332786815,0.23760319081643,0.968,-0.00420541423213996,0.227976844224853,0.23760319081643,0.918,0.0169414408750947,0.184733734042871,0.192477336476883,0.956,-0.0048044425743124,0.180557089491694,0.192477336476883,0.965
TRUE,1,18,32,0.75,0.0219483982658414,0.236674089308357,0.236955603198817,0.969,-0.00713448263396861,0.225329885663907,0.236955603198817,0.914,0.0217308612410787,0.192597100732794,0.19239900504109,0.95,0.000182706800921517,0.188293780596124,0.19239900504109,0.961
FALSE,1,18,32,1,0.0229753379997822,0.237472927685051,0.237146321289512,0.965,-0.00615676653537592,0.226152905858259,0.237146321289512,0.91,0.0202133878236923,0.179132510156138,0.182579514705472,0.951,0.0042478952135685,0.176072226953642,0.182579514705472,0.954
TRUE,1,18,32,1,0.0331813484783194,0.248793988075798,0.239269450944431,0.964,0.00337494291974265,0.235613099424189,0.239269450944431,0.923,0.0221030075324381,0.17988005302533,0.182061247196109,0.954,0.00634963061840336,0.176827702248051,0.182061247196109,0.957
