"gamma","M","seed","M.label","error","num_redo_all","num_redo_none","mle_pois","mle_pois_bc","mle_negbin","mle_gamma","lrt_stat"
0,2,8,"(30, 60, 90)",0,0,0,0.942860996377969,0.941910304040927,0.942860996377969,0,0
0.2,2,8,"(30, 60, 90)",0,0,0,0.954882148576899,0.953872357399449,1.41572463417874,5.05705213737359,2.02108136316929
1,2,8,"(30, 60, 90)",0,0,0,0.971175598858248,0.970098841445064,1.1875735595996,2.73989373188662,0.547344823422236
4,2,8,"(30, 60, 90)",0,0,0,0.780768196853894,0.780631526874726,1.37108738388932,8.38459097011297,3.83417010101925
0,1,9,"(6, 12, 18)",0,0,0,1.14128117286093,1.13177163476261,1.14128117286093,0,0
0.2,1,9,"(6, 12, 18)",0,0,0,1.19686835765028,1.18610409522054,1.45685928372292,1.70291229397436,0.148542197363525
1,1,9,"(6, 12, 18)",0,0,0,0.721235911865359,0.720539159153826,0.721235911865359,0,0
4,1,9,"(6, 12, 18)",0,0,0,0.745833940740152,0.745987325368716,0.745833940740152,0,0
0,2,9,"(30, 60, 90)",0,0,0,1.01340444671199,1.01213035194298,1.85988757005927,7.45911154445675,4.22760934227972
0.2,2,9,"(30, 60, 90)",0,0,0,0.955129777142746,0.954136483731871,0.955135946179358,3.94435147486134e-05,8.84444898474612e-06
1,2,9,"(30, 60, 90)",0,0,0,0.933418237699951,0.932521215005666,2.11002003033781,11.0227261129237,6.75189002264642
4,2,9,"(30, 60, 90)",0,0,0,0.825405505821928,0.825054710447884,0.825405505821928,0,0
0,1,10,"(6, 12, 18)",0,0,0,0.97900064053596,0.973524687993093,0.97900064053596,0,0
0.2,1,10,"(6, 12, 18)",0,0,0,1.1050402630155,1.09618445965091,1.1050402630155,0,0
1,1,10,"(6, 12, 18)",0,0,0,0.909624634251486,0.904930186683991,0.909624634251486,0,0
4,1,10,"(6, 12, 18)",0,0,0,0.93258122753985,0.927077167956784,2.3445054065973,8.79515683138972,1.19501612115005
0,2,10,"(30, 60, 90)",0,0,0,1.06706421824338,1.06554160889929,1.15883643728118,1.00060267369241,0.140755058944478
0.2,2,10,"(30, 60, 90)",0,0,0,0.996877057829311,0.995684582488924,1.04460044532915,0.621596550343166,0.0392431154880342
1,2,10,"(30, 60, 90)",0,0,0,1.05862297521616,1.05714827572085,1.16896342683897,1.23044746160849,0.193134123952859
4,2,10,"(30, 60, 90)",0,0,0,0.755464103488867,0.755469763128975,0.755482340838868,3.29334095937417e-05,4.241586907483e-06
0,1,11,"(6, 12, 18)",0,0,0,1.13990942842115,1.13043595756859,1.13990942842115,0,0
0.2,1,11,"(6, 12, 18)",0,0,0,1.03897623042473,1.03110873467529,1.88608882227606,5.53251293442224,1.10224610649433
1,1,11,"(6, 12, 18)",0,0,0,1.26095191694706,1.24879412825935,2.67105437800215,5.68732097405155,0.895461793777315
4,1,11,"(6, 12, 18)",0,0,0,0.81547067440922,0.814110721616017,2.54903619693755,16.0803799030244,1.52762482686305
0,2,11,"(30, 60, 90)",0,0,0,1.05833310668136,1.05685964415078,1.05833310668136,0,0
0.2,2,11,"(30, 60, 90)",0,0,0,0.949845719905025,0.948869372547982,1.53089116307316,6.49566044763518,3.05931984807444
1,2,11,"(30, 60, 90)",0,0,0,0.875021567442919,0.874406780387001,0.926477057045787,0.871132601494716,0.0572630455844774
4,2,11,"(30, 60, 90)",0,0,0,0.859382648025143,0.858854110845441,1.10610891800106,3.79390666326043,0.834301876904647
0,1,12,"(6, 12, 18)",0,0,0,0.940513715596743,0.935052957229019,0.940513715596743,0,0
0.2,1,12,"(6, 12, 18)",0,0,0,1.361352955074,1.34714828048099,1.56341181737197,1.1467171990418,0.0580975580173799
1,1,12,"(6, 12, 18)",0,0,0,1.0543972580179,1.0460414767053,1.0543972580179,0,0
4,1,12,"(6, 12, 18)",0,0,0,0.702504775804849,0.703754349354429,0.702504775804849,0,0
0,2,12,"(30, 60, 90)",0,0,0,0.981684858960415,0.980562989330905,0.981684858960415,0,0
0.2,2,12,"(30, 60, 90)",0,0,0,1.00051452718154,0.999301955431315,1.00051452718154,0,0
1,2,12,"(30, 60, 90)",0,0,0,1.02293084304328,1.02162105902064,1.02293084304328,0,0
4,2,12,"(30, 60, 90)",0,0,0,0.859069128502001,0.858532168999428,1.25329649511823,5.60426234864233,1.7151190407892
0,1,13,"(6, 12, 18)",0,0,0,1.11977563254669,1.10979743498238,1.69889341962535,3.26494916972295,0.307722030822845
0.2,1,13,"(6, 12, 18)",0,0,0,0.959186486204141,0.954019932027721,1.90240033336685,8.00597582630303,1.13839120465099
1,1,13,"(6, 12, 18)",0,0,0,1.09027115154952,1.08104269804956,1.09027115154952,0,0
4,1,13,"(6, 12, 18)",0,0,0,0.678357061489099,0.679222277944475,1.14457569560237,7.06236748959378,0.602232761903366
0,2,13,"(30, 60, 90)",0,0,0,1.00450703280624,1.00327774496639,1.00450703280624,0,0
0.2,2,13,"(30, 60, 90)",0,0,0,0.979304659232115,0.978186424434594,1.34528614323055,4.01938462643043,1.40941891876332
1,2,13,"(30, 60, 90)",0,0,0,0.955957836181483,0.954954783606161,0.955957836181483,0,0
4,2,13,"(30, 60, 90)",0,0,0,0.717324943524596,0.717561062151135,1.471562819451,12.7924436984022,3.82697339104777
0,1,14,"(6, 12, 18)",0,0,0,1.06345952226318,1.05491565835664,1.80337547523317,4.88460557168843,0.588433301967711
0.2,1,14,"(6, 12, 18)",0,0,0,0.952444338653375,0.947277014057419,0.952444338653375,0,0
1,1,14,"(6, 12, 18)",0,0,0,0.956947721848062,0.951218612242134,0.956947721848062,0,0
4,1,14,"(6, 12, 18)",0,0,0,0.809040667440177,0.806716842634767,0.809040667440177,0,0
0,2,14,"(30, 60, 90)",0,0,0,0.851565073902281,0.851074290715935,1.42875036548659,7.31449130432499,2.40737988664841
0.2,2,14,"(30, 60, 90)",0,0,0,0.978773414975404,0.977662247556847,1.57028877665597,6.01575620844495,2.4727468930098
1,2,14,"(30, 60, 90)",0,0,0,0.979428767112347,0.978321400505059,0.979428767112347,0,0
4,2,14,"(30, 60, 90)",0,0,0,0.869702376652862,0.86911017961182,1.2303668428724,5.02190316312943,1.79951802394976
0,1,15,"(6, 12, 18)",0,0,0,1.1156612424201,1.10636181921184,1.1156612424201,0,0
0.2,1,15,"(6, 12, 18)",0,0,0,0.920462495132307,0.91626311864447,3.00786900784413,11.4914842240833,2.14462742521786
1,1,15,"(6, 12, 18)",0,0,0,0.974534966674745,0.967944334167874,1.67188987784811,4.81213324324996,0.428972268047318
4,1,15,"(6, 12, 18)",0,0,0,0.679834095373963,0.681434656064776,4.92271806729087,19.0233389364164,2.08610854059276
0,2,15,"(30, 60, 90)",0,0,0,0.995771528012486,0.994590624273385,0.995771528012486,0,0
0.2,2,15,"(30, 60, 90)",0,0,0,0.960382467198063,0.959352025550384,0.960382467198063,0,0
1,2,15,"(30, 60, 90)",0,0,0,1.13628696799852,1.13446434024224,1.13628696799852,0,0
4,2,15,"(30, 60, 90)",0,0,0,0.771669524205337,0.771602560434114,0.778442654591033,0.150370542419838,0.00104958250130949
0,1,16,"(6, 12, 18)",0,0,0,1.09634609555306,1.0881552654104,1.09634609555306,0,0
0.2,1,16,"(6, 12, 18)",0,0,0,1.09513436552876,1.08598213367086,1.09513436552876,0,0
1,1,16,"(6, 12, 18)",0,0,0,0.919062222609049,0.914679319297017,0.919062222609049,0,0
4,1,16,"(6, 12, 18)",0,0,0,0.886330510271202,0.882807969271502,1.14498454153562,3.05161241278488,0.159275937124448
0,2,16,"(30, 60, 90)",0,0,0,0.947126362030616,0.946163443067072,0.947126362030616,0,0
0.2,2,16,"(30, 60, 90)",0,0,0,0.999987668264637,0.998772595652956,0.999987668264637,0,0
1,2,16,"(30, 60, 90)",0,0,0,0.960459057666086,0.959431333456291,1.94262989891625,9.13918714610347,5.76316233684565
4,2,16,"(30, 60, 90)",0,0,0,0.751607350244882,0.751620848892241,0.888945310032035,2.53363463204989,0.374537611946948
0,1,17,"(6, 12, 18)",0,0,0,1.00873202543645,1.00159973274422,1.00873202543645,0,0
0.2,1,17,"(6, 12, 18)",0,0,0,0.870402944513915,0.867548209329561,15.08533201149,28.2404292663551,3.01284059168776
1,1,17,"(6, 12, 18)",0,0,0,0.933794861888895,0.929214007140081,1.29808439168388,4.13721194793279,0.307273025228454
4,1,17,"(6, 12, 18)",0,0,0,0.799228543995786,0.798035680473869,0.799228543995786,0,0
0,2,17,"(30, 60, 90)",0,0,0,1.06441854569055,1.06291993223078,1.4680910284879,3.93881130245799,1.64621028526176
0.2,2,17,"(30, 60, 90)",0,0,0,0.898617735692575,0.897897847068366,0.898617735692575,0,0
1,2,17,"(30, 60, 90)",0,0,0,0.970562596534535,0.969489539618349,1.00984598432741,0.550288500209505,0.0261335011068695
4,2,17,"(30, 60, 90)",0,0,0,0.80161964494952,0.801386959285313,0.80161964494952,0,0
0,1,18,"(6, 12, 18)",0,0,0,1.08199520714493,1.07399517916031,1.08199520714493,0,0
0.2,1,18,"(6, 12, 18)",0,0,0,1.03886174250503,1.0298574497658,3.8466713915983,8.87991999207574,1.65721681876846
1,1,18,"(6, 12, 18)",0,0,0,0.944165923123694,0.938447843932846,0.944165923123694,0,0
4,1,18,"(6, 12, 18)",0,0,0,0.820505238668231,0.818647293292565,2.35200634732927,11.2612036376968,0.939938611106811
0,2,18,"(30, 60, 90)",0,0,0,0.909637515400507,0.908850482290027,0.909637515400507,0,0
0.2,2,18,"(30, 60, 90)",0,0,0,0.987405505350954,0.986251895534759,0.987405505350954,0,0
1,2,18,"(30, 60, 90)",0,0,0,0.833848517668048,0.833448784955675,0.833848517668048,0,0
4,2,18,"(30, 60, 90)",0,0,0,0.769827337001298,0.769766038608167,2.80899143088302,19.1023943687368,9.21926556768688
0,1,19,"(6, 12, 18)",0,0,0,1.01109880599352,1.00492986224793,1.01109880599352,0,0
0.2,1,19,"(6, 12, 18)",0,0,0,1.08409516780142,1.07610126172871,1.12934248091103,0.451417014760212,0.00622772229689872
1,1,19,"(6, 12, 18)",0,0,0,0.775730150527211,0.775094756990503,367.867273733147,41.681410093965,3.90772758952025
4,1,19,"(6, 12, 18)",0,0,0,0.702481983762121,0.703078269650197,8.95804533609002,24.0488725605572,3.34837516932063
0,2,19,"(30, 60, 90)",0,0,0,1.06418665023994,1.06268839316572,1.41728356934995,3.51466923913984,1.47787597941829
0.2,2,19,"(30, 60, 90)",0,0,0,1.03259453685011,1.03124072588981,1.03259453685011,0,0
1,2,19,"(30, 60, 90)",0,0,0,1.09449286149059,1.09285800777562,1.09449286149059,0,0
4,2,19,"(30, 60, 90)",0,0,0,0.844257877999379,0.843804615073484,1.55327433030262,8.90874776480297,2.67429854367492
0,1,20,"(6, 12, 18)",0,0,0,0.734738106309095,0.735228860004785,0.734738106309095,0,0
0.2,1,20,"(6, 12, 18)",0,0,0,0.912618597935523,0.908627747928296,2.89743596726928,11.3748203636575,1.39176377841341
1,1,20,"(6, 12, 18)",0,0,0,1.02389883831619,1.01726378651397,5.6817135735215,16.3241929919908,2.41807707640862
4,1,20,"(6, 12, 18)",0,0,0,0.782563585961947,0.782202569793917,0.782563585961947,0,0
0,2,20,"(30, 60, 90)",0,0,0,0.997745018406532,0.996547771236155,0.997745018406532,0,0
0.2,2,20,"(30, 60, 90)",0,0,0,0.870971894574637,0.870377955656909,0.870971894574637,0,0
1,2,20,"(30, 60, 90)",0,0,0,0.982258761008034,0.981125452644062,0.982160192701477,1.58985332476095e-05,5.85521434004477e-06
4,2,20,"(30, 60, 90)",0,0,0,0.762593189352301,0.762561978977145,1.36768777192605,9.56759169333267,3.7394558713878
0,1,21,"(6, 12, 18)",0,0,0,0.885407598094284,0.881647419265344,0.885407598094284,0,0
0.2,1,21,"(6, 12, 18)",0,0,0,0.904978463336031,0.901323175818359,1.22385711264711,3.83575030276018,0.238553469924909
1,1,21,"(6, 12, 18)",0,0,0,1.02678884690619,1.02021499616197,1.02678884690619,0,0
4,1,21,"(6, 12, 18)",0,0,0,1.08326917387462,1.07533839165243,2.01884352210829,6.49746219620095,1.04774938042354
0,2,21,"(30, 60, 90)",0,0,0,0.967145362441727,0.966091821636175,0.967145362441727,0,0
0.2,2,21,"(30, 60, 90)",0,0,0,1.02105105431543,1.01973334729196,1.02105105431543,0,0
1,2,21,"(30, 60, 90)",0,0,0,0.952133153944012,0.951147934614103,0.952133153944012,0,0
4,2,21,"(30, 60, 90)",0,0,0,0.865008802896741,0.864436324555666,1.83633635799328,10.1224377958341,4.74474002718102
0,1,22,"(6, 12, 18)",0,0,0,0.928372000540682,0.923766504310606,0.928372000540682,0,0
0.2,1,22,"(6, 12, 18)",0,0,0,1.30830251875986,1.29405583817132,1.30830251875986,0,0
1,1,22,"(6, 12, 18)",0,0,0,1.38693502270979,1.37223412153182,2.18770901615191,3.52107476091769,0.574075332273424
4,1,22,"(6, 12, 18)",0,0,0,0.773882171615924,0.771687286975451,0.773882171615924,0,0
0,2,22,"(30, 60, 90)",0,0,0,1.05316580664049,1.05170716257324,1.42211619888086,3.62760529201325,1.27735572998131
0.2,2,22,"(30, 60, 90)",0,0,0,1.04910424438341,1.04767260107875,1.08424915676508,0.430031547199754,0.0221433697943212
1,2,22,"(30, 60, 90)",0,0,0,0.967993377536222,0.966938637499541,1.04827891209102,1.10634305566028,0.109668581099413
4,2,22,"(30, 60, 90)",0,0,0,0.860436953757713,0.859902940041685,0.860436953757713,0,0
0,1,23,"(6, 12, 18)",0,0,0,1.04882631064035,1.04131260730028,1.64226034742589,4.0205295818411,0.553334965877838
0.2,1,23,"(6, 12, 18)",0,0,0,1.03892896939445,1.03189977232052,1.84687288269406,5.41101106254081,0.64410132322655
1,1,23,"(6, 12, 18)",0,0,0,1.10166146478147,1.09333435030053,1.10166146478147,0,0
4,1,23,"(6, 12, 18)",0,0,0,0.650353394741721,0.652877080079351,0.774072964965118,2.35695123494291,0.107126882621174
0,2,23,"(30, 60, 90)",0,0,0,0.993363453733889,0.992180196519207,0.993363453733889,0,0
0.2,2,23,"(30, 60, 90)",0,0,0,0.983242262025083,0.982108826447988,0.983242262025083,0,0
1,2,23,"(30, 60, 90)",0,0,0,0.816413367876185,0.816105187456624,0.816413367876185,0,0
4,2,23,"(30, 60, 90)",0,0,0,0.770803815000793,0.770723466296925,1.04596050193289,4.94110273097698,1.13532275096088
0,1,24,"(6, 12, 18)",0,0,0,0.987542747353552,0.981695054744937,0.987542747353552,0,0
0.2,1,24,"(6, 12, 18)",0,0,0,0.764575493970327,0.763504319280379,0.764575493970327,0,0
1,1,24,"(6, 12, 18)",0,0,0,1.15725915048351,1.14726327711728,6.94326932846998,10.6892938082116,0.674502394544703
4,1,24,"(6, 12, 18)",0,0,0,0.829833883755034,0.828172741068086,12.4513364120242,27.5595843377657,1.33004899951618
0,2,24,"(30, 60, 90)",0,0,0,0.959830414724846,0.958803143537945,1.25674400883414,3.61479137372022,1.05668098453839
0.2,2,24,"(30, 60, 90)",0,0,0,1.04010454170536,1.03870558367596,1.26019527372848,2.38441324213689,0.44138320697266
1,2,24,"(30, 60, 90)",0,0,0,0.949575325907532,0.948605373760793,1.30632285338882,4.35073469285744,1.29270508269565
4,2,24,"(30, 60, 90)",0,0,0,0.815160137473697,0.814848436817883,1.04240731772805,3.60852130971991,0.858673389808246
0,1,25,"(6, 12, 18)",0,0,0,1.24818395765226,1.23566135457239,3.17003410200808,7.75274768612537,1.81973718465261
0.2,1,25,"(6, 12, 18)",0,0,0,1.0824645953769,1.0740668167224,1.0824645953769,0,0
1,1,25,"(6, 12, 18)",0,0,0,0.947797594066959,0.942779058961214,0.996640849479969,0.505644915823451,0.00539375890960514
4,1,25,"(6, 12, 18)",0,0,0,1.05779963380327,1.0504047918969,1.42099796783738,3.21265046879283,0.285192273527372
0,2,25,"(30, 60, 90)",0,0,0,1.04355761335392,1.04213899757692,1.04355761335392,0,0
0.2,2,25,"(30, 60, 90)",0,0,0,0.953227944340235,0.952234028451213,0.953227944340235,0,0
1,2,25,"(30, 60, 90)",0,0,0,0.906841473136666,0.906061142242819,1.01944654363772,1.60358211190578,0.184227203983482
4,2,25,"(30, 60, 90)",0,0,0,0.849744941946586,0.849256655130107,0.897080407993766,0.857199741923612,0.0492063097497066
0,1,26,"(6, 12, 18)",0,0,0,0.921456205081412,0.91563636587978,2.11670155613916,7.96746091700332,1.72602056551429
0.2,1,26,"(6, 12, 18)",0,0,0,0.851793082326684,0.847659741024345,1.81933773941496,6.59837522631037,0.866038993578911
1,1,26,"(6, 12, 18)",0,0,0,0.62589223429052,0.629257632423967,0.62589223429052,0,0
4,1,26,"(6, 12, 18)",0,0,0,0.5840488395811,0.58938955493053,0.5840488395811,0,0
0,2,26,"(30, 60, 90)",0,0,0,0.881378833499146,0.880720368133731,1.34765053629313,5.61162129698472,2.25924314452436
0.2,2,26,"(30, 60, 90)",0,0,0,1.02330353769314,1.02198893866554,1.13277510484578,1.30839383122532,0.184166333291614
1,2,26,"(30, 60, 90)",0,0,0,1.07418397902488,1.07262898279185,1.40977261208131,3.1474182253865,1.0876431254851
4,2,26,"(30, 60, 90)",0,0,0,0.780942225390793,0.780808746490451,0.780941694970923,6.50297240208267e-06,3.57442786480533e-08
0,1,27,"(6, 12, 18)",0,0,0,1.03926561421501,1.03205041269316,1.05698316978398,0.174860915896532,0.00119126110197953
0.2,1,27,"(6, 12, 18)",0,0,0,1.03080184339964,1.02303935747686,1.07080538255654,0.399806878910346,0.00682342754126353
1,1,27,"(6, 12, 18)",0,0,0,0.961170058896585,0.956029605693533,1.59466573086261,5.63984745661414,0.757261327146864
4,1,27,"(6, 12, 18)",0,0,0,0.796480918201229,0.794739896367264,1.84930936694633,9.87308816068366,1.19367728844756
0,2,27,"(30, 60, 90)",0,0,0,0.98340126735342,0.982267014443688,0.983311615161292,2.17254757730757e-05,4.51646913006698e-05
0.2,2,27,"(30, 60, 90)",0,0,0,1.03732186387816,1.03594794253108,1.03732186387816,0,0
1,2,27,"(30, 60, 90)",0,0,0,0.91392678536701,0.913125338149229,0.91392678536701,0,0
4,2,27,"(30, 60, 90)",0,0,0,0.851850364153633,0.851349528157413,0.874019120717528,0.392466475294499,0.0102246312874286
0,1,28,"(6, 12, 18)",0,0,0,0.888231571734227,0.884703696569959,0.888231571734227,0,0
0.2,1,28,"(6, 12, 18)",0,0,0,0.965948251488465,0.960677326943525,1.28160851925854,3.35902929034438,0.262282681765413
1,1,28,"(6, 12, 18)",0,0,0,0.963685646781446,0.95837031663912,5.56211204745291,17.3284188558992,2.34162263140331
4,1,28,"(6, 12, 18)",0,0,0,0.743520741292969,0.743387802948183,0.855856970861861,1.78673284254693,0.0161622226006273
0,2,28,"(30, 60, 90)",0,0,0,1.13697525833388,1.13516240987681,1.13697525833388,0,0
0.2,2,28,"(30, 60, 90)",0,0,0,0.98872225902749,0.987567187979914,0.98872225902749,0,0
1,2,28,"(30, 60, 90)",0,0,0,0.85580481194016,0.855281205054657,0.85580481194016,0,0
4,2,28,"(30, 60, 90)",0,0,0,0.847128145903802,0.846649803217559,1.56170338052892,8.81074093860213,3.44671807627583
0,1,29,"(6, 12, 18)",0,0,0,1.10063230314486,1.09204910132697,1.10063230314486,0,0
0.2,1,29,"(6, 12, 18)",0,0,0,0.836718804384013,0.834037218041184,0.994734460005135,2.37145720885121,0.0552696220758833
1,1,29,"(6, 12, 18)",0,0,0,0.9529596659903,0.947026129886212,1.72368609883145,5.45427947320162,0.715123816975165
4,1,29,"(6, 12, 18)",0,0,0,0.925464014396782,0.921351779284711,2.40568734638374,10.683354686142,1.05626874716438
0,2,29,"(30, 60, 90)",0,0,0,0.904806884696423,0.904053582896504,0.954852232059544,0.795957281687706,0.0501573063547767
0.2,2,29,"(30, 60, 90)",0,0,0,0.832555657341986,0.832155470740851,1.09821943149514,4.35600881757837,1.0001370891332
1,2,29,"(30, 60, 90)",0,0,0,0.958018455132408,0.957002263950718,0.974345805382351,0.228441568579253,0.00518000790930273
4,2,29,"(30, 60, 90)",0,0,0,0.750168273139716,0.750213590753707,0.828221904306893,1.70120600025335,0.146745989420083
0,1,30,"(6, 12, 18)",0,0,0,0.828525546943701,0.824831724050699,2.71694142536004,10.5549930551829,1.20219911720798
0.2,1,30,"(6, 12, 18)",0,0,0,0.787282959632789,0.785884364422367,1.3022612826168,6.39428769962994,0.589787720050367
1,1,30,"(6, 12, 18)",0,0,0,0.832966036500654,0.830506249795816,2.37463945835449,7.97191948224623,1.00304905692866
