"gamma","M","seed","M.label","error","num_redo_all","num_redo_none","mle_pois","mle_pois_bc","mle_negbin","mle_gamma","lrt_stat"
1,1,58,"(6, 12, 18)",0,0,0,0.734048537759751,0.734599814038087,0.734048537759751,0,0
4,1,58,"(6, 12, 18)",0,0,0,0.643780439188632,0.646996235434287,0.763140443776452,2.84280449927818,0.0973934949887791
0,2,58,"(30, 60, 90)",0,0,0,1.1248510717839,1.12307966404369,1.515887617421,3.41388771157539,1.43247475890485
0.2,2,58,"(30, 60, 90)",0,0,0,0.939311491628182,0.938392703974818,0.939311491628182,0,0
1,2,58,"(30, 60, 90)",0,0,0,0.969402734495813,0.968337580142619,1.05500403326327,1.14361433491079,0.10682861370924
4,2,58,"(30, 60, 90)",0,0,0,0.91793842647195,0.917114032466926,1.08367292415027,2.3845793827668,0.370244144085291
0,1,59,"(6, 12, 18)",0,0,0,0.830172144631268,0.828473028202184,0.830172144631268,0,0
0.2,1,59,"(6, 12, 18)",0,0,0,1.08817174580962,1.08003102284262,1.94988910568597,5.54157715037593,0.824027486712225
1,1,59,"(6, 12, 18)",0,0,0,1.25548947736324,1.24383349153721,3.18952215685757,8.32994882903602,1.44416586454793
4,1,59,"(6, 12, 18)",0,0,0,0.72447156540117,0.725284809728068,5.712408863688,23.1764574412609,2.57420894940532
0,2,59,"(30, 60, 90)",0,0,0,1.0473706829838,1.0459327693557,1.23362049740826,1.96739553186852,0.408515704875299
0.2,2,59,"(30, 60, 90)",0,0,0,1.13829186780248,1.13646197773023,1.42632629646408,2.59578192482487,0.858195294695179
1,2,59,"(30, 60, 90)",0,0,0,0.829326998706888,0.828957345301932,0.829326998706888,0,0
4,2,59,"(30, 60, 90)",0,0,0,0.932690571934512,0.9317968116875,1.13973298281547,2.85058049287406,0.576488532233498
0,1,60,"(6, 12, 18)",0,0,0,1.01750799809825,1.01088693096276,1.01750799809825,0,0
0.2,1,60,"(6, 12, 18)",0,0,0,0.675326067305804,0.677593661309777,1.20596947425141,9.32677473840319,0.418036929671928
1,1,60,"(6, 12, 18)",0,0,0,0.95234456155044,0.947540189022208,0.952369470125079,0.000197370028818811,1.84995769814122e-07
4,1,60,"(6, 12, 18)",0,0,0,0.849363288602359,0.844983907808638,0.849363288602359,0,0
0,2,60,"(30, 60, 90)",0,0,0,1.09172244215185,1.09009280340979,1.30802002946293,2.14676638134941,0.619584414750761
0.2,2,60,"(30, 60, 90)",0,0,0,1.01080379382317,1.00954814102138,1.23599122900513,2.68698616354151,0.632844016813124
1,2,60,"(30, 60, 90)",0,0,0,0.894099562369079,0.89338863676715,1.22044053528341,4.42804968336115,1.34430601466192
4,2,60,"(30, 60, 90)",0,0,0,0.872173238357698,0.871581860081377,1.05420694962792,2.86682428714694,0.489096014183588
0,1,61,"(6, 12, 18)",0,0,0,1.21899041020825,1.20800649249735,1.21899041020825,0,0
0.2,1,61,"(6, 12, 18)",0,0,0,1.32614352399283,1.312444951719,1.32614352399283,0,0
1,1,61,"(6, 12, 18)",0,0,0,0.888431813771534,0.882103386913038,0.888431813771534,0,0
4,1,61,"(6, 12, 18)",0,0,0,0.833525514030046,0.831733413232724,0.833525514030046,0,0
0,2,61,"(30, 60, 90)",0,0,0,1.18931467793495,1.18727543419934,1.18931467793495,0,0
0.2,2,61,"(30, 60, 90)",0,0,0,1.1110684785948,1.10936024980794,1.1110684785948,0,0
1,2,61,"(30, 60, 90)",0,0,0,0.964102725138545,0.963061198618606,1.57893981299007,6.3006587519311,2.51821569904359
4,2,61,"(30, 60, 90)",0,0,0,0.837527079230288,0.837097721905249,1.10803226821483,4.24804729649165,1.05293521795284
0,1,62,"(6, 12, 18)",0,0,0,0.975822401037387,0.970502027947427,1.56845822487753,5.53154069672828,0.298552948138592
0.2,1,62,"(6, 12, 18)",0,0,0,0.870303455479603,0.865509994885358,0.870303455479603,0,0
1,1,62,"(6, 12, 18)",0,0,0,0.66179997986633,0.664436475718798,0.66179997986633,0,0
4,1,62,"(6, 12, 18)",0,0,0,0.702830401591887,0.703451726237028,0.702830401591887,0,0
0,2,62,"(30, 60, 90)",0,0,0,1.02411158677228,1.02279850559437,1.40134947923091,4.06100488081354,1.48443157796578
0.2,2,62,"(30, 60, 90)",0,0,0,0.987387697617897,0.986222736251978,1.40404687520768,4.17635726508873,1.64830206435545
1,2,62,"(30, 60, 90)",0,0,0,0.881896176320679,0.881234470142463,0.943896642305033,0.957795135089397,0.0835467761432938
4,2,62,"(30, 60, 90)",0,0,0,0.836919204220709,0.836490490613521,1.00488823029926,2.73395309446089,0.420770176411224
0,1,63,"(6, 12, 18)",0,0,0,1.23508096496763,1.2237264405674,1.23508096496763,0,0
0.2,1,63,"(6, 12, 18)",0,0,0,0.932221976062015,0.927722296611495,1.32754124504457,4.59044662000038,0.356645755554837
1,1,63,"(6, 12, 18)",0,0,0,0.939645069908431,0.934829135329523,0.939645069908431,0,0
4,1,63,"(6, 12, 18)",0,0,0,0.977216112962667,0.971317908163231,1.06642398603584,0.861824259763372,0.0269321633755908
0,2,63,"(30, 60, 90)",0,0,0,1.00410488964084,1.00287623778475,1.00410488964084,0,0
0.2,2,63,"(30, 60, 90)",0,0,0,1.04383271834644,1.04242687522834,1.04383271834644,0,0
1,2,63,"(30, 60, 90)",0,0,0,0.954306659814022,0.953320061030924,0.954207140179633,4.37287516999635e-05,2.80031008514925e-05
4,2,63,"(30, 60, 90)",0,0,0,0.763856281718021,0.763826321354389,0.763856281718021,0,0
0,1,64,"(6, 12, 18)",0,0,0,1.11468513029052,1.10577351578421,1.11468513029052,0,0
0.2,1,64,"(6, 12, 18)",0,0,0,1.12732218346033,1.11813586450255,1.12732218346033,0,0
1,1,64,"(6, 12, 18)",0,0,0,0.900524521844309,0.896918928211202,0.900524521844309,0,0
4,1,64,"(6, 12, 18)",0,0,0,0.551427244321059,0.557652933591198,0.551427244321059,0,0
0,2,64,"(30, 60, 90)",0,0,0,0.913679424460809,0.912873269204658,0.913679424460809,0,0
0.2,2,64,"(30, 60, 90)",0,0,0,1.0151218740452,1.01384605814138,1.17664468492965,1.92605079369287,0.352668860594122
1,2,64,"(30, 60, 90)",0,0,0,0.875202093451993,0.874594864214231,0.875030796475853,2.13345229818166e-05,1.45524061281321e-05
4,2,64,"(30, 60, 90)",0,0,0,0.758186926016548,0.758187599527539,0.979462880959778,4.20562185766267,0.920058983335252
0,1,65,"(6, 12, 18)",0,0,0,1.06227301365195,1.05352882362288,1.86652205552115,4.31365719630316,1.12123065477024
0.2,1,65,"(6, 12, 18)",0,0,0,0.888137411389134,0.88410113428923,0.888137411389134,0,0
1,1,65,"(6, 12, 18)",0,0,0,0.867466622214073,0.863643410719485,1.09387276516444,2.68440500322044,0.192045669389501
4,1,65,"(6, 12, 18)",0,0,0,0.997874012350576,0.991018692531001,2.50871443990162,9.07339496956137,1.95597192918575
0,2,65,"(30, 60, 90)",0,0,0,0.980329311962016,0.979208390071954,0.980329311962016,0,0
0.2,2,65,"(30, 60, 90)",0,0,0,0.999560341767568,0.998359986242081,1.21522955640359,2.62034479429903,0.623058893718962
1,2,65,"(30, 60, 90)",0,0,0,0.991248457833709,0.990079725028635,0.991248457833709,0,0
4,2,65,"(30, 60, 90)",0,0,0,0.768783673692618,0.768726020436519,0.90810915880931,2.65367955765728,0.32227385256158
0,1,66,"(6, 12, 18)",0,0,0,1.08960968983631,1.08151656663943,1.08960968983631,0,0
0.2,1,66,"(6, 12, 18)",0,0,0,0.991780655114027,0.984707338636786,1.30281282066901,2.4385601871631,0.215912936552741
1,1,66,"(6, 12, 18)",0,0,0,1.13112264861115,1.12173805979809,1.13112264861115,0,0
4,1,66,"(6, 12, 18)",0,0,0,0.923613080805243,0.919235801980088,65.2126690638748,33.8932049765829,4.17828469000565
0,2,66,"(30, 60, 90)",0,0,0,0.996872604942041,0.995679325795047,0.996872604942041,0,0
0.2,2,66,"(30, 60, 90)",0,0,0,1.03823686616752,1.03685756419219,1.08541206699158,0.574342083476826,0.0365238585711722
1,2,66,"(30, 60, 90)",0,0,0,1.02727296610581,1.02593163755599,1.29285892513354,2.85803162048488,0.776976652517533
4,2,66,"(30, 60, 90)",0,0,0,0.865622293515829,0.865046189346622,1.23937440993429,5.05242663749333,1.36832297792967
0,1,67,"(6, 12, 18)",0,0,0,0.914540018798963,0.910358651502721,0.914540018798963,0,0
0.2,1,67,"(6, 12, 18)",0,0,0,1.27984841869126,1.26723635085754,1.27984841869126,0,0
1,1,67,"(6, 12, 18)",0,0,0,0.989698745779507,0.983840160024904,1.12268016540718,1.40948899351663,0.0554931846667728
4,1,67,"(6, 12, 18)",0,0,0,0.768706716023506,0.767530079705994,1.3089809248292,6.84469632097636,0.515093108603651
0,2,67,"(30, 60, 90)",0,0,0,1.06312921268041,1.06163159544611,1.24655185952512,1.92938021170914,0.405680031490419
0.2,2,67,"(30, 60, 90)",0,0,0,1.02125140252938,1.01993665711582,1.35860561097305,3.51660249263922,1.03419374782538
1,2,67,"(30, 60, 90)",0,0,0,1.01721143075943,1.01592675850925,1.01721143075943,0,0
4,2,67,"(30, 60, 90)",0,0,0,0.795479760101915,0.79526343724069,0.795277838836352,1.77271880579148e-05,1.32828256482753e-05
0,1,68,"(6, 12, 18)",0,0,0,0.852712462198484,0.850060613798884,1.07084848458881,2.85273794055111,0.217799921838463
0.2,1,68,"(6, 12, 18)",0,0,0,1.12261049243489,1.11277950067593,1.2986591163531,1.33833315232387,0.0893114295660098
1,1,68,"(6, 12, 18)",0,0,0,0.917153309067266,0.912266255517286,0.917154146065566,7.3928783673493e-07,2.44869037828721e-05
4,1,68,"(6, 12, 18)",0,0,0,0.578001025772907,0.58300663868906,0.578001025772907,0,0
0,2,68,"(30, 60, 90)",0,0,0,0.975356341360447,0.974260281729921,1.31239315496174,3.83346495932556,1.08877615323399
0.2,2,68,"(30, 60, 90)",0,0,0,1.06813031965,1.06661008763631,2.21406264320671,8.31492445631211,5.02021599678983
1,2,68,"(30, 60, 90)",0,0,0,0.910967724577294,0.910185259467619,0.910967724577294,0,0
4,2,68,"(30, 60, 90)",0,0,0,0.82581141714824,0.825442952252944,0.82581141714824,0,0
0,1,69,"(6, 12, 18)",0,0,0,1.05634175358615,1.04899113929253,1.05634175358615,0,0
0.2,1,69,"(6, 12, 18)",0,0,0,0.985813856082598,0.980101109055864,1.35288735643129,3.62343359751717,0.299284533857303
1,1,69,"(6, 12, 18)",0,0,0,0.906294780236505,0.902318422600352,0.906294780236505,0,0
4,1,69,"(6, 12, 18)",0,0,0,0.762441142067624,0.762180451955587,0.762441142067624,0,0
0,2,69,"(30, 60, 90)",0,0,0,0.884917321280451,0.884262349273317,0.884917321280451,0,0
0.2,2,69,"(30, 60, 90)",0,0,0,0.966181593717606,0.965136476205254,1.12203096323167,2.08226206548566,0.380252308403215
1,2,69,"(30, 60, 90)",0,0,0,0.944414517576783,0.943458178572674,1.01251390998195,0.947846942556237,0.0768145931385789
4,2,69,"(30, 60, 90)",0,0,0,0.563665163812067,0.564866570883035,0.899428238837788,10.4529358871652,1.72483998864448
0,1,70,"(6, 12, 18)",0,0,0,1.03510166008677,1.02815662158836,1.03510166008677,0,0
0.2,1,70,"(6, 12, 18)",0,0,0,1.0676498299968,1.06005123843168,1.0676498299968,0,0
1,1,70,"(6, 12, 18)",0,0,0,0.817335127038928,0.815843753187159,1.17432346465507,4.84212099635549,0.308555947803796
4,1,70,"(6, 12, 18)",0,0,0,0.874086177078556,0.871178939124684,0.874086177078556,0,0
0,2,70,"(30, 60, 90)",0,0,0,0.938849883925777,0.937932812464935,0.96925906092423,0.456253176881057,0.0192970488672017
0.2,2,70,"(30, 60, 90)",0,0,0,1.01389324205494,1.01261538700042,1.10411498132755,1.10484765295722,0.118349435190794
1,2,70,"(30, 60, 90)",0,0,0,0.927995472538933,0.927115730687844,1.44341880974148,5.84466685789249,2.43261010784954
4,2,70,"(30, 60, 90)",0,0,0,0.853337491307637,0.852832165372675,0.888941197967354,0.642566085376199,0.027025837463043
0,1,71,"(6, 12, 18)",0,0,0,1.22862128889904,1.21742520079987,1.22862128889904,0,0
0.2,1,71,"(6, 12, 18)",0,0,0,0.875043094127058,0.871823945274664,0.875043094127058,0,0
1,1,71,"(6, 12, 18)",0,0,0,1.01977855298484,1.01235933445484,2.31939697877201,7.3779151990266,0.920677354173705
4,1,71,"(6, 12, 18)",0,0,0,0.575992746574139,0.580170572644972,0.575992746574139,0,0
0,2,71,"(30, 60, 90)",0,0,0,1.0292210928092,1.02788067725626,1.1577012060015,1.50732570008613,0.212275101671594
0.2,2,71,"(30, 60, 90)",0,0,0,1.02172363328706,1.02041994168935,1.02171436563145,1.19635291516401e-05,3.68211099157634e-05
1,2,71,"(30, 60, 90)",0,0,0,0.945007784342183,0.944045292860656,1.20152466508283,3.1320645402389,0.804975873268177
4,2,71,"(30, 60, 90)",0,0,0,0.76299634029967,0.762953693375003,1.53179810455064,10.415415947185,3.47828327397713
0,1,72,"(6, 12, 18)",0,0,0,1.04213137344102,1.03521135438228,1.04213137344102,0,0
0.2,1,72,"(6, 12, 18)",0,0,0,1.07806414295118,1.07011106611013,10535.907482152,57.0900134700844,4.20770025766353
1,1,72,"(6, 12, 18)",0,0,0,1.27501126736232,1.26243175301805,1.27501126736232,0,0
4,1,72,"(6, 12, 18)",0,0,0,0.723446698031591,0.722753596832259,1.01405992113985,4.65961659228697,0.189076519116611
0,2,72,"(30, 60, 90)",0,0,0,0.961198083902471,0.960167070664009,0.961198083902471,0,0
0.2,2,72,"(30, 60, 90)",0,0,0,0.946653106503004,0.945702742904306,0.946653106503004,0,0
1,2,72,"(30, 60, 90)",0,0,0,0.847708213798593,0.847233193465568,0.847708213798593,0,0
4,2,72,"(30, 60, 90)",0,0,0,0.808273545285028,0.807993292894166,1.52736393487237,8.46719005036486,3.61955668779524
0,1,73,"(6, 12, 18)",0,0,0,1.17876348744296,1.16843652405678,1.59808938288005,2.75034820170448,0.356602944377215
0.2,1,73,"(6, 12, 18)",0,0,0,1.04412432678667,1.03627166996613,1.04412432678667,0,0
1,1,73,"(6, 12, 18)",0,0,0,0.876166087176146,0.872225383766436,1.34533880457993,5.31188149383865,0.463279590286902
4,1,73,"(6, 12, 18)",0,0,0,0.798158396966839,0.796374077811695,0.798158396966839,0,0
0,2,73,"(30, 60, 90)",0,0,0,0.949969308912657,0.948987291849724,1.23757526253759,3.54534813335854,0.993646707511061
0.2,2,73,"(30, 60, 90)",0,0,0,1.04339538230263,1.04199416251577,1.04339538230263,0,0
1,2,73,"(30, 60, 90)",0,0,0,0.891902799276384,0.891209104482634,1.06718763240774,2.58782017124236,0.452246521961115
4,2,73,"(30, 60, 90)",0,0,0,0.812426845801294,0.812119622998381,1.4261794957635,7.88603507553134,2.68784686466029
0,1,74,"(6, 12, 18)",0,0,0,0.855927502099004,0.853541257118699,0.855927502099004,0,0
0.2,1,74,"(6, 12, 18)",0,0,0,1.15460156636967,1.14495366634992,20.0398883001647,19.6089506338129,5.5807448544243
1,1,74,"(6, 12, 18)",0,0,0,1.13186847380719,1.12285994752715,1.13186847380719,0,0
4,1,74,"(6, 12, 18)",0,0,0,0.841228755791936,0.839188317268065,0.841228755791936,0,0
0,2,74,"(30, 60, 90)",0,0,0,1.01744136017474,1.01615506869083,1.20665272546282,2.20891503282009,0.493604857195578
0.2,2,74,"(30, 60, 90)",0,0,0,1.06508356696183,1.06357042179182,1.06508356696183,0,0
1,2,74,"(30, 60, 90)",0,0,0,0.974667222761571,0.973573954730056,0.974667222761571,0,0
4,2,74,"(30, 60, 90)",0,0,0,0.867337031433625,0.866760028153284,1.91726300885197,11.1234205346486,6.04425839404007
0,1,75,"(6, 12, 18)",0,0,0,1.0007312989149,0.994702954765372,1.0007312989149,0,0
0.2,1,75,"(6, 12, 18)",0,0,0,1.34201547331827,1.32727953809606,1.34201547331827,0,0
1,1,75,"(6, 12, 18)",0,0,0,0.814639029218232,0.812772136723031,0.814639029218232,0,0
4,1,75,"(6, 12, 18)",0,0,0,0.561916241267229,0.565690449783652,1.60971746262913,14.193668006033,1.15649243586742
0,2,75,"(30, 60, 90)",0,0,0,0.93970405614177,0.938776391760008,0.939644410039549,3.47393939336549e-05,1.19725978038332e-05
0.2,2,75,"(30, 60, 90)",0,0,0,0.998176159459975,0.996979943928044,0.998176159459975,0,0
1,2,75,"(30, 60, 90)",0,0,0,1.0118916330434,1.01062313582558,1.0118916330434,0,0
4,2,75,"(30, 60, 90)",0,0,0,0.815948644879052,0.815646742921241,1.54153553150036,10.1012248599803,3.61380657798736
0,1,76,"(6, 12, 18)",0,0,0,1.0544265994593,1.04698140526678,1.0544265994593,0,0
0.2,1,76,"(6, 12, 18)",0,0,0,0.88893751520726,0.883042608294465,61.1289720217786,15.3015521330922,3.77614515177086
1,1,76,"(6, 12, 18)",0,0,0,1.2330598545975,1.22175113242602,6.55756168748351,13.2728610494532,3.26356507437833
4,1,76,"(6, 12, 18)",0,0,0,0.84839832064313,0.845828898378675,1.63042082866663,7.46849442026511,0.520223588683734
0,2,76,"(30, 60, 90)",0,0,0,1.01480492985967,1.01353070930906,1.01480492985967,0,0
0.2,2,76,"(30, 60, 90)",0,0,0,0.992394514077054,0.991212730682839,0.992394514077054,0,0
1,2,76,"(30, 60, 90)",0,0,0,0.971679796103689,0.970600254114978,1.11998114989033,1.93902998333932,0.352416670706589
4,2,76,"(30, 60, 90)",0,0,0,0.81930580073277,0.818978119608129,0.923981576441661,1.83898776514834,0.197010907103731
0,1,77,"(6, 12, 18)",0,0,0,1.06358202913332,1.05588313608639,1.06358202913332,0,0
0.2,1,77,"(6, 12, 18)",0,0,0,0.843385458021085,0.841177859072725,1.03018425324407,2.36160011807275,0.0725626790653564
1,1,77,"(6, 12, 18)",0,0,0,0.915807647357599,0.911617932839911,0.915807647357599,0,0
4,1,77,"(6, 12, 18)",0,0,0,0.904075813235326,0.900405066109856,0.904075813235326,0,0
0,2,77,"(30, 60, 90)",0,0,0,1.05910960163481,1.05763750410942,1.05892842446944,1.75599505836869e-05,3.6763102571058e-05
0.2,2,77,"(30, 60, 90)",0,0,0,0.975247190671623,0.974147300308605,1.14883063311432,2.18648851431737,0.428936858260613
1,2,77,"(30, 60, 90)",0,0,0,0.910793676783182,0.909996770835781,0.910793676783182,0,0
4,2,77,"(30, 60, 90)",0,0,0,0.840529181412028,0.840098044279568,1.74219781420292,10.7537881644698,4.51049879545144
0,1,78,"(6, 12, 18)",0,0,0,1.04436537644937,1.03627180832588,1.04436537644937,0,0
0.2,1,78,"(6, 12, 18)",0,0,0,1.29512718008485,1.28227472057815,1.75623163176487,2.45609886718959,0.309361744965059
1,1,78,"(6, 12, 18)",0,0,0,1.00867666410316,1.0020537728771,1.179880698063,1.54093529835383,0.0300515962772465
4,1,78,"(6, 12, 18)",0,0,0,0.597428993512994,0.60120847257546,0.692329432658054,2.54324016785965,0.0418509895053205
0,2,78,"(30, 60, 90)",0,0,0,1.02907823880795,1.02773684199268,1.23891334124531,2.35270493234424,0.615356848918736
0.2,2,78,"(30, 60, 90)",0,0,0,1.14041638267625,1.138579945054,1.14041638267625,0,0
1,2,78,"(30, 60, 90)",0,0,0,1.04443874781779,1.04302452374545,1.04443874781779,0,0
4,2,78,"(30, 60, 90)",0,0,0,0.794713421106104,0.794509719733951,1.07197818155631,4.87180263796059,1.12568877452054
0,1,79,"(6, 12, 18)",0,0,0,1.32741716441849,1.31274547334878,1.46801808287666,0.722142954481558,0.0232923621652503
0.2,1,79,"(6, 12, 18)",0,0,0,0.884164741379093,0.880271717191193,0.884164741379093,0,0
1,1,79,"(6, 12, 18)",0,0,0,1.01618269947667,1.00967355063052,5.35637371336285,14.4477555448075,2.51576792530517
4,1,79,"(6, 12, 18)",0,0,0,0.878190608598249,0.875156964354859,0.878190608598249,0,0
0,2,79,"(30, 60, 90)",0,0,0,0.854685136768206,0.854160515561586,0.854685136768206,0,0
0.2,2,79,"(30, 60, 90)",0,0,0,1.00111584756158,0.999899899238476,1.20972167449734,2.43492517417707,0.557652387804183
1,2,79,"(30, 60, 90)",0,0,0,0.901779703096816,0.90103349239341,1.08162255726608,2.63346020642598,0.434615751882347
4,2,79,"(30, 60, 90)",0,0,0,0.77990767054693,0.779777978106774,0.876062916530839,1.86229014555374,0.174915859278258
0,1,80,"(6, 12, 18)",0,0,0,1.24424355212649,1.23204353976651,1.24424355212649,0,0
0.2,1,80,"(6, 12, 18)",0,0,0,0.934286002543287,0.929061440941899,1.17515508421692,2.69745957136595,0.125862297148444
1,1,80,"(6, 12, 18)",0,0,0,1.04094553774582,1.03381695250991,1.48141006984758,3.80015334250265,0.328056882365445
4,1,80,"(6, 12, 18)",0,0,0,0.643072414489697,0.645327160957532,0.810765257434883,3.63239203809028,0.112099007764243
0,2,80,"(30, 60, 90)",0,0,0,0.970750123263292,0.969676616949009,0.970750123263292,0,0
0.2,2,80,"(30, 60, 90)",0,0,0,1.00346556564387,1.00224698969106,1.47506606323056,5.03260917417397,1.87388749910019
1,2,80,"(30, 60, 90)",0,0,0,0.987946757916867,0.986784943332248,1.16145347558677,2.09729974745168,0.378644012816494
4,2,80,"(30, 60, 90)",0,0,0,0.777885680210534,0.77778232019717,0.845324112545437,1.40961729667084,0.0942465150733369
0,1,81,"(6, 12, 18)",0,0,0,1.0013735977528,0.994961785072474,1.29455825921941,2.50359649750009,0.169249451428129
0.2,1,81,"(6, 12, 18)",0,0,0,1.02356911061593,1.01688737757185,4.04827330338971,11.7874674374064,1.58701322330552
1,1,81,"(6, 12, 18)",0,0,0,1.05509000599753,1.04747329342092,1.05509000599753,0,0
4,1,81,"(6, 12, 18)",0,0,0,0.813097650567981,0.811556962659985,1.47050114411107,8.17667812851141,0.865018330070171
0,2,81,"(30, 60, 90)",0,0,0,0.917459683224185,0.91662948682469,0.917459683224185,0,0
0.2,2,81,"(30, 60, 90)",0,0,0,1.04294368023269,1.04152834944686,1.38836626022551,3.35358847783086,1.26818060230858
1,2,81,"(30, 60, 90)",0,0,0,1.01653471400394,1.01524519527721,1.03368986213513,0.218590037830443,0.00530848589278321
4,2,81,"(30, 60, 90)",0,0,0,0.794576967492704,0.794384050533831,1.46326200111718,9.62954429490916,3.50996786806058
0,1,82,"(6, 12, 18)",0,0,0,1.18663083801407,1.1763525595387,1.7726026456062,3.90644860825228,0.411292343341302
0.2,1,82,"(6, 12, 18)",0,0,0,1.35530828182486,1.34129823964939,1.35530828182486,0,0
1,1,82,"(6, 12, 18)",0,0,0,0.916946069506112,0.912722513661238,1.7767423210404,7.66905840832119,0.601276802198214
4,1,82,"(6, 12, 18)",0,0,0,0.637837411398982,0.639420059407586,1.041803485339,5.47594497583745,0.248521167397257
0,2,82,"(30, 60, 90)",0,0,0,1.00567605785388,1.00443939708251,1.00567605785388,0,0
0.2,2,82,"(30, 60, 90)",0,0,0,0.93015229517306,0.9292624838055,1.1494827843746,2.78131901396907,0.576041210951416
1,2,82,"(30, 60, 90)",0,0,0,0.86173822725518,0.861194259992928,0.861667665461396,4.47973032327278e-06,3.99909783936891e-05
4,2,82,"(30, 60, 90)",0,0,0,0.805597271540134,0.805338071368629,1.11584484639447,5.33816857121262,1.5062209531427
0,1,83,"(6, 12, 18)",0,0,0,0.997463219015159,0.991150340010867,1.07546541823548,0.765042660818775,0.0224489809369288
0.2,1,83,"(6, 12, 18)",0,0,0,0.812224764511711,0.808691751690272,0.812224764511711,0,0
1,1,83,"(6, 12, 18)",0,0,0,1.33432217570782,1.32066758344757,1.33432217570782,0,0
4,1,83,"(6, 12, 18)",0,0,0,0.989125886795134,0.983258321561292,1.44322317006338,3.9997806645753,0.428274384888113
0,2,83,"(30, 60, 90)",0,0,0,1.03228248453593,1.03091464246496,1.03228248453593,0,0
0.2,2,83,"(30, 60, 90)",0,0,0,0.867977017910628,0.867396280258809,0.867977017910628,0,0
1,2,83,"(30, 60, 90)",0,0,0,0.903106943300767,0.902356635832458,1.02577844908587,1.82060082677794,0.243372808564345
4,2,83,"(30, 60, 90)",0,0,0,0.804700405747403,0.804445208682367,1.0936423698913,4.96801310253328,0.967463887945542
0,1,84,"(6, 12, 18)",0,0,0,0.808034922210226,0.804974265361752,1.09144834362075,2.95341480007402,0.259066757052466
0.2,1,84,"(6, 12, 18)",0,0,0,1.01726594001999,1.01080974898537,13.2343015467154,22.5131561923521,2.83282039986608
1,1,84,"(6, 12, 18)",0,0,0,1.03312547009302,1.02618884415259,1.18448255132495,1.55331534826226,0.0829430894540053
4,1,84,"(6, 12, 18)",0,0,0,1.00370159773034,0.99719189482457,1.64869492523791,4.52117879573053,0.51089929000932
0,2,84,"(30, 60, 90)",0,0,0,0.942004420138233,0.941066891359982,0.942004420138233,0,0
0.2,2,84,"(30, 60, 90)",0,0,0,1.06537864304138,1.06387570355768,1.06537864304138,0,0
1,2,84,"(30, 60, 90)",0,0,0,0.953002957484869,0.952015620033091,2.90473202790333,13.8280488070427,8.8627826187269
4,2,84,"(30, 60, 90)",0,0,0,0.733287600632208,0.733407093701529,1.33240553002116,8.85119184597744,2.93832570209906
0,1,85,"(6, 12, 18)",0,0,0,1.02853205035843,1.02185616048691,1.03764375182928,0.102425175325855,0.000240455413631935
0.2,1,85,"(6, 12, 18)",0,0,0,1.12475933984955,1.11576393268568,1.12475933984955,0,0
1,1,85,"(6, 12, 18)",0,0,0,0.894325997602044,0.889821244160341,1.50835562312345,5.78442169443458,0.549649829583586
4,1,85,"(6, 12, 18)",0,0,0,0.93241468700956,0.926951720693541,0.93241468700956,0,0
0,2,85,"(30, 60, 90)",0,0,0,0.939462311800128,0.938533611686371,0.939462311800128,0,0
0.2,2,85,"(30, 60, 90)",0,0,0,0.991013737168983,0.989847506170324,1.06275649029208,0.929051206845481,0.0929314695138146
1,2,85,"(30, 60, 90)",0,0,0,0.881229343058021,0.880593418435974,0.92912156467495,0.80166483472399,0.0440729142387681
4,2,85,"(30, 60, 90)",0,0,0,0.771565146229028,0.771482818083379,1.02957255600451,4.7119036671727,0.979523201919733
0,1,86,"(6, 12, 18)",0,0,0,0.792884483840114,0.791371196159016,0.792884483840114,0,0
0.2,1,86,"(6, 12, 18)",0,0,0,1.11017479299826,1.10155779788664,1.6528927683617,3.81120111150204,0.377704782112204
1,1,86,"(6, 12, 18)",0,0,0,0.772647981157371,0.772042074162892,0.772647981157371,0,0
4,1,86,"(6, 12, 18)",0,0,0,0.808378504779423,0.806484781517425,0.808378504779423,0,0
0,2,86,"(30, 60, 90)",0,0,0,1.06334882667925,1.06185280629887,1.154315360089,1.01140199430329,0.120275400252694
0.2,2,86,"(30, 60, 90)",0,0,0,0.949966084434682,0.948987407978469,0.949966084434682,0,0
1,2,86,"(30, 60, 90)",0,0,0,0.9650317973964,0.963982282664814,0.9650317973964,0,0
4,2,86,"(30, 60, 90)",0,0,0,0.833518403642952,0.833124045817395,1.00216723298369,2.82424527093101,0.467001983709906
0,1,87,"(6, 12, 18)",0,0,0,1.13137061465748,1.12226001278147,1.13137061465748,0,0
0.2,1,87,"(6, 12, 18)",0,0,0,1.12678780208829,1.11694945785261,2.08169338086888,5.63982366430202,1.12397589337942
1,1,87,"(6, 12, 18)",0,0,0,1.04372504751481,1.03659698762848,1.52695280563842,3.59150899949814,0.507254834777115
4,1,87,"(6, 12, 18)",0,0,0,0.883992347673276,0.87894134689007,0.883992347673276,0,0
0,2,87,"(30, 60, 90)",0,0,0,0.999877710954695,0.998661449826107,0.999877710954695,0,0
0.2,2,87,"(30, 60, 90)",0,0,0,1.04762429375757,1.0461933769108,1.3092957844977,2.70147957881708,0.780292289871113
1,2,87,"(30, 60, 90)",0,0,0,0.973230362173127,0.972141367878138,2.62378706361056,12.2116014192802,7.01531668682401
