"M","sensQVOA","specQVOA","sensUDSA","specUDSA","n","Tau","u","q","constant_Tau","sim_id","Lambda","conv","msg","Lambda_naive","conv_naive","msg_naive","assay_resampled"
12,0.9,0.8,0.9,0.8,12,1,1,1,1,1,1.55162234800752,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.21851294726403,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,2,1.82287378526639,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.93286900311244,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,3,3.22717274218091,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.92759192055093,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,4,0.670243894479952,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.966631357934,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,5,1.85136604334559,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.82806118357051,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,6,1.93273135640617,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.23939352885245,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,7,0.790540366150274,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",6.39992399721366,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,8,1.53972661219263,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.13576146522968,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,9,1.57558477949519,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.41794070835255,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,10,1.15707926253965,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.81422116242118,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,11,0.866301580573824,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.53927464436383,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,12,1.07097700321288,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.58928710075603,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,13,0.589919244319341,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.1057357530784,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,14,1.82032343543491,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.34237262566886,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,15,1.36939004123101,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.59567283734362,NA,NA,TRUE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,16,2.85199182727017,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.43868294130501,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,17,1.43456540497566,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.52142131626723,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,18,1.75340888350057,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.70911218171768,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,19,0.744973978526535,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.26430079645045,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,20,0.834246740938619,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.21616657068406,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,21,1.77983354199805,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.98222555020043,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,22,0.956902563083653,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.78967285010291,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,23,1.42907061726754,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.78683802352581,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,24,0.960213418514217,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.81626799704894,NA,NA,FALSE
12,0.9,0.8,0.9,0.8,12,1,1,1,1,25,0.813709922167153,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.65637445718709,NA,NA,FALSE
