"M","sensQVOA","specQVOA","sensUDSA","specUDSA","n","Tau","u","q","constant_Tau","sim_id","Lambda","conv","msg","Lambda_naive","conv_naive","msg_naive","assay_resampled"
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,1,1.13198248438067,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.44048614082886,NA,NA,FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,2,1.52593609181816,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.69049328651341,NA,NA,FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,3,0.72178890645525,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.8302517391846,NA,NA,FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,4,2.17236551205706,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.54122065335146,NA,NA,FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,5,1.80226897694336,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.86403564180543,NA,NA,FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,6,1.25696950534462,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.85435224393862,NA,NA,TRUE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,7,2.05924734251162,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.75453318212043,NA,NA,FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,8,2.09021714209411,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.29274832348883,NA,NA,FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,9,1.71205019532419,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.74892284300387,NA,NA,FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,10,1.02253360738341,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.11358259683976,NA,NA,TRUE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,11,1.86636740074416,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",5.27566206765681,NA,NA,FALSE
