"M","sensQVOA","specQVOA","sensUDSA","specUDSA","n","Tau","u","q","constant_Tau","sim_id","Lambda","conv","msg","Lambda_naive","conv_naive","msg_naive","assay_resampled"
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,1,2.13205102347705,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.07261165669051,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,2,2.47350432438098,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.72259423514334,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,3,1.42274885522391,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.62431642530293,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,4,0.790142430850679,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.03063465413737,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",TRUE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,5,1.50876293171594,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.45946980270097,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,6,0.890856088504979,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.04519902921822,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",TRUE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,7,0.604164786298497,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.689625648250869,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,8,0.957258471696812,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.17186386828036,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,9,1.07564993073033,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.09569040720764,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",FALSE
12,0.9,0.9,0.9,0.9,12,1,1,0.5,1,10,0.888351510651487,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.04519902921822,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",FALSE
