"M","sensQVOA","specQVOA","sensUDSA","specUDSA","n","Tau","u","q","constant_Tau","sim_id","Lambda","conv","msg","Lambda_naive","conv_naive","msg_naive","assay_resampled"
12,0.8,0.9,0.8,0.9,12,1,1,1,1,1,0.684218687445729,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.51348966162706,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,2,0.945829865881741,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.47414077400291,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,3,0.524472278010872,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.78961421644701,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,4,1.27207541895455,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.78753225484552,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,5,1.00369597470012,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.66428452344304,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,6,0.759206397799268,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.87205561602543,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,7,0.999389064685195,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.71659315613166,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,8,1.86078213468551,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.60299192045595,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,9,0.307636047638554,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.22500539675769,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,10,2.01742075623472,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.30353715477546,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,11,0.736328976140585,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.13060295156332,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,12,1.16394242789798,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.90702070463494,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,13,2.00638558746659,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.36952999144765,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,14,2.3558149857443,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.79014074463004,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,15,1.41857568952918,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.45249442863665,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,16,1.23167328654041,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.96958190875802,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,17,1.57312497765921,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.86067670693806,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,18,1.07034287993373,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.6139635163937,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,19,1.18314074957228,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.11479363096704,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,20,1.24898020822455,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.39223774320067,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,21,1.14584169085626,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.19573100679042,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,22,0.637613820316055,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.27787772830627,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,23,2.97942599687255,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.78008013609458,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,24,1.17405507607343,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",4.1057357530784,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,25,2.35406028189724,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",3.39114316039272,NA,NA,FALSE
12,0.8,0.9,0.8,0.9,12,1,1,1,1,26,1.0844797831426,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.73845762406337,NA,NA,FALSE
