"sensQVOA","specQVOA","sensUDSA","specUDSA","n","Tau","constant_Tau","sim_id","Lambda","conv","msg","Lambda_naive","conv_naive","msg_naive","assay_resampled"
0.8,0.9,0.8,0.9,6,1,1,1,0.889916767472933,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.47982658199058,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,2,1.91988899301975,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.4470198920853,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,3,1.4932906395683,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.74529286890249,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,4,1.0142914229625,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.55230866615538,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,5,1.24980814413217,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.80911018393062,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,6,0.76024821898914,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.49970448348223,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,7,1.53406256695209,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.83405151699609,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,8,0.99611116524328,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.66072204000971,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,9,1.28463110942843,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.03442887069746,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,10,1.08674820616047,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.50787572726681,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,11,0.848109667046953,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.73945075341072,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,12,1.49403763412494,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",2.72788915304748,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,13,1.38685240833551,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.77121180935414,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,14,0.63432882018572,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.72401919712987,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,15,0.913104376653295,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.580049765854,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,16,1.01850042170226,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.36444341492343,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,17,0.761964353757949,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.40514193800223,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,18,1.19945446424077,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.85258746913438,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,19,1.0169087149836,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.46041135299667,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,20,1.07107095833749,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.59012268696101,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,21,0.88348712769188,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.68601336398787,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,22,0.986070423860319,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.6648535454805,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,23,0.924574843899919,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.55639816635431,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,24,1.20717664096211,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.53554749845359,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,25,1.07231689202057,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.44910033241587,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,26,0.947857193529531,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.46625578329525,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,27,1.25090720986591,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.9080010441875,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,28,1.44408704125325,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.86626952003562,NA,NA,NA
0.8,0.9,0.8,0.9,6,1,1,29,1.41821327158023,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.68308353837227,NA,NA,NA
