"sensQVOA","specQVOA","sensUDSA","specUDSA","n","Tau","constant_Tau","sim_id","Lambda","conv","msg","Lambda_naive","conv_naive","msg_naive","assay_resampled"
0.8,0.9,0.8,0.9,6,1,1,1,1.10002377616062,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.879714332687355,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,2,0.572582604657841,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.599621655991675,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,3,0.956595819468001,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.820209611446209,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,4,1.12924027505844,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.929957549982944,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,5,1.01591031146814,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.817622284660988,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,6,1.36546615110184,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.11287439927149,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,7,1.48771604073474,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.958979896555011,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,8,1.00869488848236,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.762809216034342,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,9,0.952155735623343,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.806906059554526,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,10,1.10978242917472,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.03154272350749,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,11,1.17403771401795,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.00352782008543,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,12,1.41919908515108,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.964709778515711,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,13,1.14472462687388,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.88247533915916,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,14,1.48553158714526,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.15839791862988,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,15,1.45239495853652,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.989308886108445,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,16,1.37158883639889,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.12174890386405,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,17,0.708646733151457,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.62994822729488,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,18,1.21148143092395,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.920084509903221,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,19,1.0898577407579,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.820225520316354,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,20,1.07740703512869,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.953194391033469,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,21,0.812796821889825,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.709157819861853,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,22,1.23769428776381,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.04989784730265,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,23,1.65041870259159,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.20756187564384,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,24,1.02586063564588,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.961436402204145,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,25,1.23157330453178,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.914083411977095,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,26,0.945491150543555,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.823736385842534,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,27,0.842386556621188,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.770320248477057,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,28,1.19771251495778,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.945302273342983,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,29,0.952768119034345,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.7450468905313,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,30,1.16292749564276,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.1060752039989,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,31,1.2298712919533,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.09435951236683,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,32,1.09511492233866,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.913803434701166,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,33,1.03198549159561,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.850996627310441,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,34,2.0746591043901,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.53265512724764,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,35,1.31831335179288,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.907602692008971,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,36,0.703776495426098,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.669067868637696,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,37,1.04234534914506,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.00886212801308,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,38,1.18618179632517,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.957681388369816,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,39,0.778264017983077,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.657079572792588,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,40,0.668210241696426,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.635093227199342,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,41,0.953557875655912,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.812494791027244,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,42,0.736328196802148,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.695523485074225,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,43,0.919854781935169,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.86416586264309,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,44,1.34966784314076,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.05458799135887,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,45,1.20710525387656,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.03113375798821,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,46,0.938380759766403,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.813895377135622,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,47,0.886422687195422,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.72114885329724,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,48,1.06143924177422,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.858782123932475,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,49,0.626326872412661,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.581755278177609,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,50,0.929048376280162,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.818560901181342,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,51,0.803808167982898,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.750550144328124,"52","ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",NA
0.8,0.9,0.8,0.9,6,1,1,52,1.07882984433816,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.8886786217475,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,53,0.950631402176151,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.761359985964483,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,54,0.933109532204581,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.840092689319407,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,55,1.32124069287014,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",1.05965707279052,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
0.8,0.9,0.8,0.9,6,1,1,56,0.828218516760725,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",0.713571401299328,"0","CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",NA
