"MP1","MP2","MP3","MP4","lrt_stat","lrt_pval","mle_negbin"
16,4,3,0,7.46899310550801,0.00313853241207243,6.17665676197798
17,4,3,0,4.44971197357958,0.0174535668859826,5.19194216347123
18,4,3,0,0.056930637320221,0.405707332212244,3.36125892549532
16,4,2,0,5.05785935685618,0.0122572498184209,4.20412500181092
16,4,1,0,3.14488659452072,0.0380826476517004,2.93763177225239
